zero_tol,n_qubits,depth,circuit_variant,zero_fraction_ZZ_terms,zero_fraction_Z_terms,mean_abs_offdiag_obs,block_zz_obs,block_x_obs,block_z_obs,block_zz_x_obs,block_zz_z_obs,block_x_z_obs,block_zz_abs_obs,block_x_abs_obs,block_z_abs_obs,block_zz_x_abs_obs,block_zz_z_abs_obs,block_x_z_abs_obs,lam_max_ratio
1e-10,10,6,hva,0.11111111111111112,0.11111111111111112,0.3876847290640394,0.479835390946502,0.3863374485596708,0.42469135802469143,-0.0031275720164609094,-0.012674897119341564,-0.004444444444444436,0.5699588477366254,0.5608230452674897,0.5425514403292181,0.2653497942386831,0.39703703703703713,0.27614814814814814,2.9364088541155957
1e-12,10,6,hva,0.013786008230452675,0.02240740740740741,0.4037766830870281,0.5138374485596706,0.3863374485596708,0.4634567901234568,0.005226337448559667,-0.011378600823045275,-0.008481481481481482,0.6184670781893006,0.5608230452674897,0.5841152263374487,0.2653086419753087,0.4274691358024691,0.27796296296296297,2.949091181357072
1e-08,4,8,hva,0.08333333333333336,0.08333333333333336,0.31090909090909086,0.3185185185185185,0.3425925925925926,0.40925925925925927,-0.004629629629629627,0.03518518518518518,0.022222222222222213,0.46296296296296285,0.48333333333333345,0.47962962962962963,0.21296296296296297,0.29814814814814816,0.23750000000000002,1.8762501625663266
1e-09,4,8,hva,0.08333333333333336,0.08333333333333336,0.31090909090909086,0.3185185185185185,0.3425925925925926,0.40925925925925927,-0.004629629629629627,0.03518518518518518,0.022222222222222213,0.46296296296296285,0.48333333333333345,0.47962962962962963,0.21296296296296297,0.29814814814814816,0.23750000000000002,1.8756944521477616
1e-10,4,8,hva,0.08333333333333336,0.08333333333333336,0.31090909090909086,0.3185185185185185,0.3425925925925926,0.40925925925925927,-0.004629629629629627,0.03518518518518518,0.022222222222222213,0.46296296296296285,0.48333333333333345,0.47962962962962963,0.21296296296296297,0.29814814814814816,0.23750000000000002,1.8730360409307405
1e-12,4,8,hva,0.007407407407407407,0.01701388888888889,0.31949494949494955,0.3291666666666666,0.3425925925925926,0.41157407407407404,-0.0037037037037036978,0.03275462962962961,0.023611111111111117,0.4912037037037037,0.48333333333333345,0.49444444444444446,0.2185185185185185,0.3146990740740741,0.23958333333333334,1.8598780368101009
1e-08,6,8,hva,0.08333333333333336,0.08333333333333336,0.3214052287581699,0.2744444444444445,0.26666666666666666,0.3344444444444444,-0.006296296296296295,0.030555555555555544,0.038580246913580245,0.43444444444444447,0.45185185185185184,0.43074074074074065,0.25407407407407406,0.31055555555555553,0.2552469135802469,2.246870272955627
1e-09,6,8,hva,0.08333333333333336,0.08333333333333336,0.3214052287581699,0.2744444444444445,0.26666666666666666,0.3344444444444444,-0.006296296296296295,0.030555555555555544,0.038580246913580245,0.43444444444444447,0.45185185185185184,0.43074074074074065,0.25407407407407406,0.31055555555555553,0.2552469135802469,2.2465762987375557
1e-10,6,8,hva,0.08333333333333336,0.08333333333333336,0.3214052287581699,0.2744444444444445,0.26666666666666666,0.3344444444444444,-0.006296296296296295,0.030555555555555544,0.038580246913580245,0.43444444444444447,0.45185185185185184,0.43074074074074065,0.25407407407407406,0.31055555555555553,0.2552469135802469,2.2463114516893454
1e-12,6,8,hva,0.009722222222222224,0.017592592592592594,0.32937091503267973,0.29305555555555557,0.26666666666666666,0.34629629629629627,-0.010277777777777776,0.024722222222222222,0.036728395061728404,0.4552777777777778,0.45185185185185184,0.44314814814814807,0.25675925925925924,0.32583333333333336,0.2594135802469136,2.2446820669641983
1e-08,8,8,hva,0.08333333333333336,0.08333333333333336,0.33853754940711467,0.3362433862433863,0.32182539682539685,0.3547619047619047,0.00753968253968254,0.023809523809523805,0.030902777777777776,0.4695767195767196,0.48134920634920636,0.4420634920634921,0.2609126984126984,0.316468253968254,0.27499999999999997,2.6650359481447605
1e-09,8,8,hva,0.08333333333333336,0.08333333333333336,0.33853754940711467,0.3362433862433863,0.32182539682539685,0.3547619047619047,0.00753968253968254,0.023809523809523805,0.030902777777777776,0.4695767195767196,0.48134920634920636,0.4420634920634921,0.2609126984126984,0.316468253968254,0.27499999999999997,2.6650770762548377
1e-10,8,8,hva,0.08333333333333336,0.08333333333333336,0.33853754940711467,0.3362433862433863,0.32182539682539685,0.3547619047619047,0.00753968253968254,0.023809523809523805,0.030902777777777776,0.4695767195767196,0.48134920634920636,0.4420634920634921,0.2609126984126984,0.316468253968254,0.27499999999999997,2.662641318019861
1e-12,8,8,hva,0.012499999999999999,0.017708333333333333,0.34751317523056646,0.35429894179894184,0.32182539682539685,0.3724702380952381,0.005059523809523813,0.02353670634920636,0.030902777777777772,0.48736772486772484,0.48134920634920636,0.4617559523809523,0.2617063492063492,0.3334573412698413,0.28046875,2.6619844955432126
1e-08,10,8,hva,0.08333333333333336,0.08333333333333336,0.35785440613026814,0.40324074074074073,0.3861728395061728,0.40259259259259256,0.0020987654320987685,0.02753086419753086,0.02533333333333335,0.5035493827160493,0.5155555555555555,0.48061728395061726,0.2675308641975309,0.33296296296296296,0.2828888888888888,3.0638875191853274
1e-09,10,8,hva,0.08333333333333336,0.08333333333333336,0.35785440613026814,0.40324074074074073,0.3861728395061728,0.40259259259259256,0.0020987654320987685,0.02753086419753086,0.02533333333333335,0.5035493827160493,0.5155555555555555,0.48061728395061726,0.2675308641975309,0.33296296296296296,0.2828888888888888,3.060234254024567
1e-10,10,8,hva,0.08333333333333336,0.08333333333333336,0.35785440613026814,0.40324074074074073,0.3861728395061728,0.40259259259259256,0.0020987654320987685,0.02753086419753086,0.02533333333333335,0.5035493827160493,0.5155555555555555,0.48061728395061726,0.2675308641975309,0.33296296296296296,0.2828888888888888,3.0624704212276623
1e-12,10,8,hva,0.011882716049382715,0.017638888888888885,0.36654351395730705,0.4287422839506173,0.3861728395061728,0.4206172839506173,0.001388888888888888,0.02776234567901235,0.025583333333333336,0.5278163580246914,0.5155555555555555,0.5034567901234568,0.264537037037037,0.35016975308641973,0.2863611111111112,3.0726384450257425
